Stock,Success,NLL,Alpha1,Loc1,Scale1,Alpha2,Loc2,Scale2,Weight
stock 1,True,14085.567648309696,1.8396911152213322,0.05313636394044892,0.6679484320927419,1.8938201624502011,-0.006475563944631876,1.3363647678020547,0.6492673004679895
